Bronx Rolling Sales File.  All Sales From May 2015 - April 2016.,,,,,,,,,,,,,,,,,,,,
Sales File as of 4/30/2016  Co-op Sales Files as of 4/30/2016,,,,,,,,,,,,,,,,,,,,
"Neighborhood Name 5/1/2016, Descriptive Data is as of 5/1/2016",,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4392,22, ,A1,2316 FENTON AVE                          ,            ,10469,1,0,1,9806,1476,1920,1,A1, $-   ,11/24/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4449,38, ,A1,2435 LACONIA AVENUE                      ,            ,10469,1,0,1,6242,1676,1920,1,A1," $595,000 ",12/21/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4452,29, ,A2,2558 LURTING AVENUE                      ,            ,10469,1,0,1,5000,1944,1935,1,A2," $455,000 ",7/24/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4452,68, ,A5,2543 LACONIA AVENUE                      ,            ,10469,1,0,1,3203,2232,2006,1,A5," $590,000 ",6/3/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4453,46, ,A1,2437 YATES AVE                           ,            ,10469,1,0,1,3742,1984,1930,1,A1," $540,000 ",11/25/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4455,46, ,A1,2439 ESPLANADE                           ,            ,10469,1,0,1,5157,2281,1955,1,A1," $632,000 ",6/10/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4455,67, ,A2,2410 ESPLANADE AVENUE                    ,            ,10469,1,0,1,4275,2520,1970,1,A2," $460,000 ",3/31/16
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4455,67, ,A2,2410 ESPLANADE AVENUE                    ,            ,10469,1,0,1,4275,2520,1970,1,A2, $-   ,9/10/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4456,11, ,A5,2512 LACONIA AVENUE                      ,            ,10469,1,0,1,2500,2070,1950,1,A5," $405,000 ",8/6/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4457,1, ,A1,2501 HERING AVE                          ,            ,10469,1,0,1,2502,1672,1940,1,A1," $469,000 ",5/4/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4457,72, ,A1,2527 HERING AVENUE                       ,            ,10469,1,0,1,6242,1520,1901,1,A1," $450,000 ",7/16/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4462,17, ,A1,2532 TENBROECK AVENUE                    ,            ,10469,1,0,1,3117,1176,1940,1,A1," $475,000 ",7/7/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4462,19, ,A1,2538 TENBROECK AVENUE                    ,            ,10469,1,0,1,3117,1386,1940,1,A1," $435,000 ",6/4/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4462,61, ,A2,2557 PEARSALL AVENUE                     ,            ,10469,1,0,1,2500,1478,1920,1,A2," $165,000 ",7/28/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4467,31, ,A1,2452 YOUNG AVENUE                        ,            ,10469,1,0,1,3500,1920,1940,1,A1," $590,000 ",6/22/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4467,32, ,A1,2454 YOUNG AVENUE                        ,            ,10469,1,0,1,3500,1920,1940,1,A1," $605,000 ",8/14/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4468,34, ,A2,2564 BOUCK                               ,            ,10469,1,0,1,2500,480,1915,1,A2," $133,000 ",9/11/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4469,64, ,A2,2565 YOUNG AVENUE                        ,            ,10469,1,0,1,3100,1890,1955,1,A2," $430,000 ",9/8/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4470,66, ,A5,2551 FISH                                ,            ,10469,1,0,1,2500,1860,1960,1,A5," $390,000 ",6/17/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4473,55, ,A1,2417 FENTON AVENUE                       ,            ,10469,1,0,1,2500,1620,1920,1,A1, $-   ,9/18/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4475,71, ,A5,2533 MORGAN AVENUE                       ,            ,10469,1,0,1,2300,1224,1940,1,A5," $315,000 ",12/22/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4476,1, ,A1,2501 FENTON AVENUE                       ,            ,10469,1,0,1,3300,1745,1940,1,A1, $-   ,9/25/15
2,PELHAM PARKWAY NORTH     ,01  ONE FAMILY DWELLINGS                    ,1,4480,30, ,A5,2552 FENTON AVENUE                       ,            ,10469,1,0,1,2400,1925,1940,1,A5, $-   ,3/24/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4345,33, ,B9,766 ASTOR AVE                            ,            ,10467,2,0,2,2500,2175,1960,1,B9," $440,000 ",3/22/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4348,48, ,B3,2321 WALLACE AVENUE                      ,            ,10467,2,0,2,1950,2023,1960,1,B3," $300,000 ",11/11/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4353,35, ,B1,2333 MATTHEWS AVENUE                     ,            ,10467,2,0,2,5000,2958,1940,1,B1, $-   ,5/11/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4353,41, ,B9,2321 MATTHEWS AVENUE                     ,            ,10467,2,0,2,2500,1833,1955,1,B9," $366,054 ",12/31/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4354,16, ,B1,2322 MATTHEWS AVENUE                     ,            ,10467,2,0,2,2500,2425,1950,1,B1," $540,800 ",3/23/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4364,18, ,B1,1062 STELL PLACE                         ,            ,10469,2,0,2,2805,2592,1920,1,B1, $-   ,1/14/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4364,32, ,B1,1054 WARING AVE                          ,            ,10469,2,0,2,2775,2132,1960,1,B1, $-   ,3/7/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4364,38, ,B1,1070 WARING AVENUE                       ,            ,10469,2,0,2,2500,2000,1925,1,B1," $475,000 ",12/22/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4364,49, ,B1,1065 STELL PLACE                         ,            ,10469,2,0,2,3000,2668,1920,1,B1," $645,000 ",2/10/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4367,16, ,B9,2234 HERING AVE                          ,            ,10469,2,0,2,3767,2856,1940,1,B9," $650,000 ",10/9/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4371,9, ,B1,2210 TENBROECK AVENUE                    ,            ,10469,2,0,2,2846,2884,1950,1,B1, $-   ,12/16/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4374,3, ,B3,2309 PEARSALL AVENUE                     ,            ,10469,2,0,2,2500,2125,1955,1,B3," $525,000 ",10/26/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4377,19, ,B2,1284 ASTOR AVENUE                        ,            ,10469,2,0,2,2640,2242,2007,1,B2, $-   ,11/13/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4379,8, ,B3,1325 PELHAM PARKWAY N                    ,            ,10469,2,0,2,3500,1856,1950,1,B3," $413,000 ",7/15/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4382,3, ,B1,1339 ASTOR AVENUE                        ,            ,10469,2,0,2,3200,2201,1955,1,B1," $490,000 ",3/3/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4385,8, ,B3,1425 PELHAM PARKWAY NORTH                ,            ,10469,2,0,2,2482,2258,1960,1,B3," $565,000 ",8/24/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4386,15, ,B2,2322 FISH AVENUE                         ,            ,10469,2,0,2,2500,1158,1930,1,B2," $410,000 ",7/16/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4389,131, ,B1,1482 ASTOR AVENUE                        ,            ,10469,2,0,2,2660,1769,1950,1,B1," $410,000 ",9/14/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4436,42, ,B3,2439 BARNES AVENUE                       ,            ,10467,2,0,2,3100,2580,1915,1,B3," $605,000 ",7/24/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4436,43, ,B1,2437 BARNES AVENUE                       ,            ,10467,2,0,2,3150,3940,2014,1,B1," $661,862 ",7/20/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4437,16, ,B1,2428 BARNES AVENUE                       ,            ,10467,2,0,2,1900,2422,1950,1,B1, $1 ,6/30/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4437,22, ,B1,2438 BARNES AVENUE                       ,            ,10467,2,0,2,2000,1960,1950,1,B1, $-   ,9/28/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4437,33, ,B1,816 MACE AVENUE                          ,            ,10467,2,0,2,2792,1908,1955,1,B1," $455,000 ",2/23/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4438,22, ,B3,2444 MATTHEWS AVENUE                     ,            ,10467,2,0,2,5000,2530,1930,1,B3, $10 ,9/28/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4445,68, ,B1,2513 RADCLIFF AVENUE                     ,            ,10469,2,0,2,3000,2700,2004,1,B1," $465,000 ",8/14/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4446,23, ,B1,2536 RADCLIFF AVENUE                     ,            ,10469,2,0,2,2500,3536,2004,1,B1," $530,000 ",8/20/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4446,67, ,B1,2515 COLDEN AVENUE                       ,            ,10469,2,0,2,2500,1928,1965,1,B1, $-   ,8/7/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4447,2, ,B3,987 MACE AVENUE                          ,            ,10469,2,0,2,2500,988,1935,1,B3," $290,500 ",11/23/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4447,32, ,B1,2568 COLDEN AVENUE                       ,            ,10469,2,0,2,1425,2160,1965,1,B1, $-   ,3/8/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4449,44, ,B2,2423 LACONIA AVENUE                      ,            ,10469,2,0,2,5000,1960,1925,1,B2," $650,000 ",1/12/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4449,120, ,B1,2440 LURTING AVE                         ,            ,10469,2,0,2,2467,2220,1940,1,B1," $455,000 ",9/1/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4450,61, ,B9,2531 HONE AVENUE                         ,            ,10469,2,0,2,1458,1876,1960,1,B9," $335,000 ",12/17/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4451,58, ,B1,2581 LURTING AVENUE                      ,            ,10469,2,0,2,5000,2607,1950,1,B1, $-   ,2/15/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4452,11, ,B3,2514 LURTING AVENUE                      ,            ,10469,2,0,2,2500,1672,1935,1,B3," $270,000 ",1/5/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4452,71, ,B3,2529 LACONIA AVE                         ,            ,10469,2,0,2,2500,3276,1935,1,B3," $560,000 ",9/17/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4455,8, ,B1,2406 ESPLANADE AVENUE                    ,            ,10469,2,0,2,3420,3031,1970,1,B1," $650,000 ",1/27/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4455,42, ,B1,2449 ESPLANADE AVENUE                    ,            ,10469,2,0,2,3496,2725,1940,1,B1, $-   ,2/22/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4455,53, ,B3,2425 ESPLANADE                           ,            ,10469,2,0,2,7279,2520,1965,1,B3," $430,000 ",12/31/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4456,63, ,B1,2543 YATES AVENUE                        ,            ,10469,2,0,2,1908,1881,1945,1,B1, $-   ,7/28/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4460,14, ,B1,2424 PEARSALL AVE                        ,            ,10469,2,0,2,2500,2541,1945,1,B1, $-   ,7/31/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4461,45, ,B1,2419 BOUCK AVENUE                        ,            ,10469,2,0,2,2850,2520,2000,1,B1," $650,000 ",2/8/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4463,213, ,B1,23 GABRIEL DRIVE                         ,            ,10469,2,0,2,1908,2640,1991,1,B1," $620,000 ",2/10/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4465,1, ,B1,1291 WARING AVENUE                       ,            ,10469,2,0,2,2500,3564,1975,1,B1," $650,000 ",4/18/16
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4465,9, ,B1,2408 BOUCK AVENUE                        ,            ,10469,2,0,2,2500,1937,1940,1,B1, $-   ,8/17/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4466,6, ,B3,1311 WARING AVENUE                       ,            ,10469,2,0,2,2642,1659,1950,1,B3, $-   ,10/20/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4467,23, ,B3,2428 YOUNG AVENUE                        ,            ,10469,2,0,2,2492,2035,1950,1,B3," $300,000 ",12/3/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4467,147, ,B9,2449 FISH AVENUE                         ,            ,10469,2,0,2,1800,1813,1955,1,B9," $357,500 ",9/21/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4469,32, ,B9,2542 WILSON AVENUE                       ,            ,10469,2,0,2,2200,1890,1950,1,B9," $355,000 ",9/3/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4472,110, ,B1,2418 SEYMOUR AVENUE                      ,            ,10469,2,0,2,2600,2600,2003,1,B1, $-   ,12/3/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4472,124, ,B1,2444 SEYMOUR AVENUE                      ,            ,10469,2,0,2,2500,2860,2011,1,B1," $570,000 ",5/13/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4476,50, ,B1,1440 ALLERTON AVENUE                     ,            ,10469,2,0,2,2825,1763,1950,1,B1," $460,000 ",5/8/15
2,PELHAM PARKWAY NORTH     ,02  TWO FAMILY DWELLINGS                    ,1,4476,52, ,B1,1444 ALLERTON AVENUE                     ,            ,10469,2,0,2,3225,1763,1950,1,B1," $460,000 ",8/17/15
2,PELHAM PARKWAY NORTH     ,03  THREE FAMILY DWELLINGS                  ,1,4345,24, ,C0,2234 HOLLAND AVENUE                      ,            ,10467,3,0,3,5000,2040,1920,1,C0, $-   ,12/11/15
2,PELHAM PARKWAY NORTH     ,03  THREE FAMILY DWELLINGS                  ,1,4353,22, ,C0,2338 BARNES AVENUE                       ,            ,10467,3,0,3,3325,3399,1940,1,C0," $618,000 ",9/25/15
2,PELHAM PARKWAY NORTH     ,03  THREE FAMILY DWELLINGS                  ,1,4369,44, ,C0,2320 ESPLANADE                           ,            ,10469,3,0,3,4063,3804,1920,1,C0, $-   ,8/6/15
2,PELHAM PARKWAY NORTH     ,03  THREE FAMILY DWELLINGS                  ,1,4383,10, ,C0,2214 FISH AVENUE                         ,            ,10469,3,0,3,6000,3138,1940,1,C0," $450,000 ",6/24/15
2,PELHAM PARKWAY NORTH     ,03  THREE FAMILY DWELLINGS                  ,1,4441,31, ,C0,2560 MATTHEWS AVENUE                     ,            ,10467,3,0,3,2500,3500,1960,1,C0, $-   ,1/29/16
2,PELHAM PARKWAY NORTH     ,03  THREE FAMILY DWELLINGS                  ,1,4441,45, ,C0,2563 BRONXWOOD AVENUE                    ,            ,10469,3,0,3,2500,2672,1930,1,C0," $470,000 ",3/1/16
2,PELHAM PARKWAY NORTH     ,03  THREE FAMILY DWELLINGS                  ,1,4451,75, ,C0,2531 LURTING AVENUE                      ,            ,10469,3,0,3,3300,2860,1950,1,C0, $-   ,10/19/15
2,PELHAM PARKWAY NORTH     ,03  THREE FAMILY DWELLINGS                  ,1,4451,75, ,C0,2531 LURTING AVENUE                      ,            ,10469,3,0,3,3300,2860,1950,1,C0, $-   ,10/19/15
2,PELHAM PARKWAY NORTH     ,03  THREE FAMILY DWELLINGS                  ,1,4454,40, ,C0,2429 HERING                              ,            ,10469,3,0,3,6242,3600,1940,1,C0," $661,000 ",1/6/16
2,PELHAM PARKWAY NORTH     ,05  TAX CLASS 1 VACANT LAND                 ,1B,4458,67, ,V0,2541 TENBROECK AVENUE                    ,            ,10469,0,0,0,2500,0,0,1,V0, $-   ,12/23/15
2,PELHAM PARKWAY NORTH     ,06  TAX CLASS 1 - OTHER                     ,1,4458,66, ,G0,2543 TENBROECK AVENUE                    ,            ,10469,0,0,0,2500,0,1950,1,G0," $350,000 ",12/23/15
2,PELHAM PARKWAY NORTH     ,07  RENTALS - WALKUP APARTMENTS             ,2A,4436,22, ,C3,2442 WALLACE AVENUE                      ,            ,10467,4,0,4,2500,3200,1928,2,C3," $580,000 ",2/29/16
2,PELHAM PARKWAY NORTH     ,07  RENTALS - WALKUP APARTMENTS             ,2A,4446,53, ,C3,2555 COLDEN AVE                          ,            ,10469,4,0,4,2500,3600,1939,2,C3," $100,000 ",1/19/16
2,PELHAM PARKWAY NORTH     ,07  RENTALS - WALKUP APARTMENTS             ,2A,4446,55, ,C3,2551 COLDEN AVENUE                       ,            ,10469,4,0,4,2500,3600,1939,2,C3," $470,000 ",9/16/15
2,PELHAM PARKWAY NORTH     ,07  RENTALS - WALKUP APARTMENTS             ,2A,4457,26, ,C3,2552 YATES AVENUE                        ,            ,10469,4,0,4,3742,4492,2015,2,C3, $-   ,3/9/16
2,PELHAM PARKWAY NORTH     ,08  RENTALS - ELEVATOR APARTMENTS           ,2,4439,5, ,D1,777 MACE AVENUE                          ,            ,10467,63,0,63,14400,65400,1964,2,D1," $12,500,000 ",3/21/16
2,PELHAM PARKWAY NORTH     ,10  COOPS - ELEVATOR APARTMENTS             ,2,4343,1, ,D4,"2235 CRUGER AVENUE, 5C                   ",            ,10467,0,0,0,0,0,1952,2,D4," $70,500 ",3/16/16
2,PELHAM PARKWAY NORTH     ,10  COOPS - ELEVATOR APARTMENTS             ,2,4343,1, ,D4,"2215 CRUGER AVENUE, 4C                   ",            ,10467,0,0,0,0,0,1952,2,D4," $65,000 ",4/7/16
2,PELHAM PARKWAY NORTH     ,14  RENTALS - 4-10 UNIT                     ,2A,4445,37, ,S3,904 ALLERTON AVENUE                      ,            ,10469,3,1,4,2502,2700,1923,2,S3," $750,000 ",6/19/15
2,PELHAM PARKWAY NORTH     ,22  STORE BUILDINGS                         ,4,4449,60, ,K1,2414-2448 WILLIAMSBRIDGE ROAD            ,            ,10469,0,9,9,23798,14800,1950,4,K1, $-   ,8/14/15
2,PELHAM PARKWAY NORTH     ,37  RELIGIOUS FACILITIES                    ,4,4455,79, ,M1,2440 ESPLANADE                           ,            ,10469,0,1,1,17000,10837,1952,4,M1," $1,250,000 ",5/28/15
2,PELHAM PARKWAY NORTH     ,37  RELIGIOUS FACILITIES                    ,4,4455,79, ,M1,2440 ESPLANADE                           ,            ,10469,0,1,1,17000,10837,1952,4,M1," $1,250,000 ",5/28/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4203,29, ,A5,1824 TENBROECK AVENUE                    ,            ,10461,1,0,1,2655,1980,1935,1,A5, $-   ,12/22/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4205,44, ,A5,1778 SEMINOLE AVENUE                     ,            ,10461,1,0,1,1940,1600,1941,1,A5, $-   ,3/30/16
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4277,16, ,A5,1939 NARRAGANSETT AVENUE                 ,            ,10461,1,0,1,2500,1750,1940,1,A5," $550,000 ",7/13/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4278,41, ,A3,1232 CHOCTAW                             ,            ,10461,1,0,1,6536,3318,1940,1,A3," $840,000 ",8/5/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4278,51, ,A1,1250 CHOCTAW PLACE                       ,            ,10461,1,0,1,4121,2100,1945,1,A1," $670,000 ",11/2/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4278,85, ,A5,1910 NARRAGANSETT AVENUE                 ,            ,10461,1,0,1,2500,1400,1940,1,A5," $514,900 ",10/14/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4278,85, ,A5,1910 NARRAGANSETT AVENUE                 ,            ,10461,1,0,1,2500,1400,1940,1,A5," $514,900 ",10/14/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4278,86, ,A5,1912 NARRAGANSETT AVENUE                 ,            ,10461,1,0,1,2500,1400,1940,1,A5," $450,000 ",5/11/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4278,91, ,A1,1238 PAWNEE PL                           ,            ,10461,1,0,1,3325,1925,1940,1,A1," $420,000 ",8/26/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4297,36, ,A5,2117 MULINER AVENUE                      ,            ,10462,1,0,1,2000,2070,1945,1,A5," $430,000 ",1/8/16
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4297,41, ,A5,2107 MULINER AVENUE                      ,            ,10462,1,0,1,1925,1966,1945,1,A5, $-   ,9/11/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4305,1, ,A3,1102 LYDIG AVENUE                        ,            ,10461,1,0,1,7500,4520,1950,1,A3," $840,000 ",12/11/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4306,36, ,A1,2028 TOMLINSON AVENUE                    ,            ,10461,1,0,1,5000,2673,1940,1,A1, $-   ,7/31/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4311,21, ,A1,1167 LYDIG AVENUE                        ,            ,10461,1,0,1,5000,1632,1940,1,A1," $620,000 ",8/10/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4313,12, ,A5,1205 NEILL AVENUE                        ,            ,10461,1,0,1,2250,2085,1940,1,A5," $499,000 ",9/4/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4314,36, ,A1,2061 NARRAGANSETT AVENUE                 ,            ,10461,1,0,1,9375,1536,1930,1,A1," $525,000 ",11/12/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4330,25, ,A1,2133 HAIGHT AVENUE                       ,            ,10461,1,0,1,3500,1800,1930,1,A1, $-   ,3/9/16
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4330,39, ,A1,1081 LYDIG AVENUE                        ,            ,10461,1,0,1,2411,2565,1940,1,A1," $475,000 ",12/29/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4331,21, ,A5,2123 TOMLINSON AVENUE                    ,            ,10461,1,0,1,2500,2037,1940,1,A5," $550,000 ",6/9/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4331,33, ,A1,2104 HAIGHT AVENUE                       ,            ,10461,1,0,1,3375,2040,1940,1,A1," $537,500 ",8/27/15
2,PELHAM PARKWAY SOUTH     ,01  ONE FAMILY DWELLINGS                    ,1,4331,36, ,A5,2108 HAIGHT AVE                          ,            ,10461,1,0,1,2300,2040,1940,1,A5," $512,000 ",7/20/15
2,PELHAM PARKWAY SOUTH     ,02  TWO FAMILY DWELLINGS                    ,1,4205,37, ,B1,1764 SEMINOLE AVENUE                     ,            ,10461,2,0,2,2046,2212,1940,1,B1," $435,000 ",2/4/16
2,PELHAM PARKWAY SOUTH     ,02  TWO FAMILY DWELLINGS                    ,1,4218,21, ,B1,1514 SEMINOLE STREET                     ,            ,10461,2,0,2,2500,2288,1950,1,B1, $-   ,3/17/16
2,PELHAM PARKWAY SOUTH     ,02  TWO FAMILY DWELLINGS                    ,1,4218,21, ,B1,1514 SEMINOLE STREET                     ,            ,10461,2,0,2,2500,2288,1950,1,B1," $505,000 ",2/22/16
2,PELHAM PARKWAY SOUTH     ,02  TWO FAMILY DWELLINGS                    ,1,4221,16, ,B1,1526 RHINELANDER AVENUE                  ,            ,10461,2,0,2,2500,1477,1945,1,B1," $380,000 ",10/19/15
2,PELHAM PARKWAY SOUTH     ,02  TWO FAMILY DWELLINGS                    ,1,4221,20, ,B1,1538 RHINELANDER AVENUE                  ,            ,10461,2,0,2,2500,1890,1945,1,B1," $350,000 ",12/21/15
2,PELHAM PARKWAY SOUTH     ,02  TWO FAMILY DWELLINGS                    ,1,4293,48, ,B3,2087 MATTHEWS AVENUE                     ,            ,10462,2,0,2,2500,2642,1940,1,B3," $550,000 ",6/19/15
